id,loan_status,prob
59084,0,0.0044
59085,0,0.0467
59086,0,0.0748
59087,0,0.0347
59088,0,0.0331
59089,0,0.0547
59090,0,0.1584
59091,0,0.0042
59092,0,0.2714
59093,0,0.036
59094,0,0.0247
59095,0,0.0031
59096,1,0.9456
59097,0,0.1402
59098,0,0.0374
59099,0,0.0126
59100,0,0.0184
59101,0,0.0151
59102,0,0.0297
59103,0,0.0397
59104,0,0.0019
59105,0,0.0597
59106,0,0.0026
59107,0,0.1301
59108,0,0.0818
59109,0,0.0627
59110,0,0.0145
59111,0,0.0201
59112,0,0.0301
59113,1,0.9431
59114,0,0.0636
59115,0,0.1093
59116,0,0.0072
59117,0,0.0129
59118,0,0.0561
59119,0,0.0466
59120,0,0.0107
59121,0,0.0152
59122,0,0.0814
59123,1,0.9827
59124,1,0.8569
59125,0,0.0719
59126,1,0.9236
59127,0,0.0345
59128,0,0.0495
59129,0,0.0183
59130,0,0.0213
59131,0,0.0583
59132,0,0.2944
59133,1,0.7097
59134,0,0.063
59135,0,0.0015
59136,0,0.0108
59137,0,0.0326
59138,0,0.0169
59139,0,0.0066
59140,0,0.053
59141,1,0.9495
59142,0,0.123
59143,0,0.0224
59144,0,0.0185
59145,0,0.0539
59146,0,0.0945
59147,0,0.0258
59148,0,0.0416
59149,0,0.025
59150,0,0.0179
59151,0,0.0195
59152,0,0.0689
59153,0,0.0042
59154,0,0.0769
59155,0,0.0301
59156,0,0.1093
59157,0,0.0129
59158,0,0.0729
59159,0,0.0174
59160,0,0.0852
59161,0,0.0225
59162,0,0.0183
59163,0,0.0343
59164,0,0.0444
59165,0,0.1201
59166,0,0.0082
59167,0,0.0498
59168,0,0.3027
59169,1,0.9415
59170,0,0.0281
59171,0,0.0113
59172,0,0.0878
59173,0,0.0101
59174,0,0.0204
59175,0,0.0191
59176,0,0.061
59177,0,0.0134
59178,0,0.0083
59179,0,0.0136
59180,0,0.1194
59181,0,0.2729
59182,1,0.9569
59183,0,0.0373
59184,0,0.0613
59185,0,0.1246
59186,0,0.0451
59187,0,0.0114
59188,0,0.028
59189,0,0.018
59190,0,0.017
59191,0,0.02
59192,0,0.1092
59193,0,0.0113
59194,0,0.2405
59195,0,0.0311
59196,0,0.0524
59197,0,0.0675
59198,0,0.0685
59199,0,0.0047
59200,1,0.9965
59201,0,0.0158
59202,0,0.0116
59203,0,0.2448
59204,0,0.0321
59205,0,0.0194
59206,0,0.0126
59207,0,0.0211
59208,0,0.0114
59209,0,0.0233
59210,0,0.0458
59211,0,0.0835
59212,0,0.0499
59213,0,0.3794
59214,0,0.0298
59215,0,0.0109
59216,0,0.0319
59217,0,0.0084
59218,0,0.0042
59219,0,0.0081
59220,0,0.3128
59221,1,0.7505
59222,0,0.0366
59223,0,0.0199
59224,0,0.1379
59225,0,0.0096
59226,0,0.0143
59227,0,0.3618
59228,0,0.1152
59229,0,0.0013
59230,0,0.0092
59231,0,0.0022
59232,0,0.1098
59233,0,0.021
59234,0,0.0767
59235,0,0.0096
59236,0,0.2455
59237,0,0.0447
59238,0,0.0114
59239,0,0.064
59240,0,0.0144
59241,0,0.0359
59242,0,0.0477
59243,1,0.9535
59244,0,0.021
59245,1,0.819
59246,0,0.0163
59247,0,0.0368
59248,0,0.0128
59249,0,0.1342
59250,0,0.1801
59251,0,0.0626
59252,0,0.019
59253,0,0.0711
59254,0,0.0279
59255,0,0.0112
59256,0,0.0028
59257,1,0.9123
59258,0,0.0228
59259,1,0.9882
59260,0,0.0177
59261,0,0.0158
59262,0,0.1047
59263,0,0.0019
59264,0,0.0573
59265,1,0.5987
59266,0,0.12
59267,0,0.2212
59268,0,0.0673
59269,0,0.0083
59270,1,0.9804
59271,0,0.0055
59272,1,0.9047
59273,0,0.0515
59274,0,0.095
59275,0,0.0343
59276,0,0.0385
59277,0,0.0158
59278,0,0.0371
59279,0,0.0087
59280,0,0.0134
59281,0,0.0897
59282,0,0.0166
59283,0,0.0304
59284,0,0.0147
59285,0,0.0472
59286,0,0.091
59287,0,0.0539
59288,1,0.9797
59289,0,0.013
59290,0,0.0744
59291,0,0.0565
59292,0,0.0023
59293,0,0.0361
59294,1,0.9391
59295,0,0.2074
59296,0,0.006
59297,0,0.0279
59298,0,0.028
59299,0,0.0239
59300,0,0.0601
59301,0,0.023
59302,0,0.0336
59303,0,0.0393
59304,0,0.0228
59305,0,0.0843
59306,0,0.0175
59307,0,0.0202
59308,0,0.0124
59309,0,0.0187
59310,0,0.0097
59311,0,0.0812
59312,0,0.0584
59313,1,0.9329
59314,0,0.2484
59315,0,0.015
59316,1,0.6049
59317,0,0.0965
59318,0,0.0415
59319,0,0.1675
59320,0,0.031
59321,0,0.0452
59322,0,0.1811
59323,0,0.0467
59324,1,0.6249
59325,0,0.08
59326,0,0.0288
59327,0,0.0687
59328,0,0.0187
59329,0,0.034
59330,0,0.2545
59331,0,0.0207
59332,0,0.0277
59333,0,0.0096
59334,0,0.0335
59335,0,0.0259
59336,0,0.0544
59337,0,0.0239
59338,0,0.0554
59339,0,0.1951
59340,0,0.3555
59341,0,0.042
59342,0,0.0681
59343,0,0.0078
59344,0,0.0849
59345,0,0.0201
59346,0,0.0239
59347,0,0.1073
59348,0,0.0124
59349,0,0.0443
59350,0,0.0263
59351,0,0.051
59352,0,0.1087
59353,1,0.7903
59354,1,0.9071
59355,0,0.0036
59356,0,0.0093
59357,0,0.0211
59358,0,0.0423
59359,0,0.0457
59360,1,0.8728
59361,0,0.018
59362,0,0.467
59363,0,0.0051
59364,0,0.0096
59365,0,0.013
59366,0,0.015
59367,0,0.0826
59368,1,0.8203
59369,0,0.049
59370,0,0.0113
59371,0,0.0321
59372,0,0.2187
59373,0,0.0458
59374,0,0.0084
59375,1,0.9858
59376,1,0.7854
59377,0,0.0943
59378,0,0.1321
59379,0,0.0426
59380,0,0.0495
59381,0,0.0264
59382,0,0.0779
59383,1,0.8777
59384,0,0.038
59385,0,0.0165
59386,0,0.0905
59387,1,0.9725
59388,0,0.2836
59389,0,0.0937
59390,0,0.0398
59391,0,0.0481
59392,0,0.1029
59393,1,0.939
59394,1,0.9562
59395,0,0.0473
59396,0,0.0305
59397,0,0.0252
59398,0,0.0118
59399,0,0.0212
59400,0,0.0534
59401,0,0.0482
59402,0,0.0625
59403,0,0.0268
59404,0,0.0634
59405,0,0.0028
59406,0,0.0198
59407,0,0.0237
59408,0,0.0772
59409,0,0.0334
59410,0,0.0071
59411,0,0.0184
59412,0,0.0183
59413,0,0.0036
59414,0,0.0641
59415,0,0.0486
59416,0,0.0158
59417,0,0.0133
59418,0,0.0087
59419,0,0.0045
59420,0,0.1602
59421,0,0.1022
59422,0,0.0491
59423,0,0.0946
59424,1,0.9221
59425,0,0.2157
59426,0,0.0096
59427,0,0.0157
59428,0,0.0653
59429,0,0.0113
59430,0,0.0068
59431,0,0.0284
59432,0,0.0113
59433,0,0.0494
59434,0,0.0068
59435,0,0.0025
59436,0,0.0094
59437,0,0.0246
59438,1,0.5371
59439,0,0.0758
59440,0,0.007
59441,0,0.0335
59442,0,0.0094
59443,0,0.0092
59444,0,0.0641
59445,0,0.0398
59446,0,0.0472
59447,0,0.0226
59448,0,0.0127
59449,0,0.0225
59450,0,0.0432
59451,1,0.9031
59452,0,0.036
59453,0,0.0336
59454,0,0.1002
59455,0,0.0404
59456,0,0.0337
59457,1,0.9388
59458,0,0.0759
59459,0,0.1621
59460,0,0.0768
59461,0,0.0101
59462,1,0.8797
59463,0,0.0152
59464,0,0.2586
59465,0,0.0832
59466,0,0.054
59467,0,0.0326
59468,0,0.0055
59469,0,0.0909
59470,0,0.0016
59471,0,0.0112
59472,0,0.1257
59473,0,0.0179
59474,0,0.0217
59475,0,0.0439
59476,0,0.0322
59477,0,0.0175
59478,0,0.0168
59479,0,0.0304
59480,0,0.022
59481,0,0.1362
59482,1,0.9474
59483,0,0.0146
59484,0,0.0138
59485,0,0.0239
59486,0,0.1199
59487,0,0.0289
59488,0,0.0397
59489,0,0.0205
59490,0,0.0251
59491,1,0.9602
59492,0,0.0159
59493,0,0.0199
59494,0,0.0085
59495,1,0.7003
59496,0,0.0258
59497,1,0.9357
59498,0,0.0361
59499,0,0.0383
59500,1,0.9531
59501,0,0.045
59502,1,0.9044
59503,0,0.1693
59504,0,0.0083
59505,0,0.0385
59506,0,0.0038
59507,0,0.0094
59508,0,0.0478
59509,0,0.0182
59510,0,0.1404
59511,0,0.0113
59512,0,0.0122
59513,0,0.0703
59514,0,0.0256
59515,0,0.0391
59516,0,0.0372
59517,1,0.6787
59518,0,0.0106
59519,0,0.0058
59520,0,0.024
59521,0,0.0428
59522,0,0.1324
59523,0,0.0109
59524,0,0.0128
59525,1,0.6051
59526,0,0.17
59527,0,0.0171
59528,0,0.0341
59529,0,0.028
59530,1,0.9316
59531,0,0.016
59532,0,0.0012
59533,0,0.0573
59534,0,0.0337
59535,0,0.0396
59536,0,0.0365
59537,0,0.0407
59538,0,0.1245
59539,0,0.0226
59540,1,0.544
59541,0,0.0239
59542,0,0.0539
59543,0,0.0255
59544,0,0.0463
59545,0,0.0374
59546,0,0.0186
59547,0,0.0478
59548,0,0.0097
59549,0,0.0386
59550,0,0.0186
59551,0,0.0257
59552,0,0.0158
59553,0,0.0199
59554,1,0.9384
59555,0,0.0231
59556,0,0.0101
59557,0,0.0041
59558,0,0.0405
59559,0,0.0205
59560,0,0.0056
59561,0,0.0147
59562,0,0.106
59563,0,0.0293
59564,0,0.144
59565,0,0.0291
59566,0,0.0418
59567,0,0.0198
59568,0,0.0073
59569,0,0.0064
59570,0,0.0875
59571,0,0.1635
59572,0,0.021
59573,0,0.0613
59574,1,0.8803
59575,0,0.04
59576,0,0.0221
59577,0,0.0421
59578,0,0.2679
59579,0,0.0119
59580,0,0.0201
59581,0,0.0177
59582,0,0.012
59583,0,0.0229
59584,0,0.0046
59585,0,0.0216
59586,0,0.0193
59587,0,0.0063
59588,0,0.3558
59589,0,0.1997
59590,0,0.0057
59591,0,0.0588
59592,0,0.1037
59593,0,0.0148
59594,0,0.0883
59595,0,0.014
59596,0,0.3792
59597,1,0.9614
59598,0,0.0555
59599,0,0.0409
59600,1,0.6996
59601,0,0.0032
59602,0,0.1242
59603,0,0.0209
59604,0,0.0447
59605,0,0.0092
59606,0,0.0555
59607,0,0.1041
59608,0,0.0376
59609,0,0.0101
59610,1,0.9342
59611,0,0.0102
59612,1,0.9398
59613,0,0.0424
59614,0,0.1225
59615,0,0.0262
59616,0,0.0656
59617,0,0.0629
59618,0,0.0741
59619,0,0.0123
59620,0,0.0142
59621,0,0.0316
59622,0,0.0214
59623,0,0.1141
59624,0,0.0558
59625,0,0.0336
59626,0,0.0595
59627,0,0.0667
59628,0,0.024
59629,0,0.0083
59630,0,0.0847
59631,0,0.0039
59632,0,0.02
59633,0,0.0254
59634,0,0.0298
59635,0,0.0202
59636,0,0.1185
59637,0,0.0573
59638,1,0.9875
59639,0,0.0134
59640,0,0.0188
59641,0,0.0136
59642,0,0.0152
59643,0,0.0861
59644,0,0.0565
59645,0,0.4411
59646,0,0.0231
59647,1,0.9176
59648,0,0.0172
59649,0,0.0212
59650,0,0.0052
59651,0,0.0033
59652,0,0.0224
59653,0,0.0121
59654,0,0.1574
59655,0,0.0259
59656,0,0.2011
59657,1,0.8919
59658,0,0.0052
59659,0,0.0739
59660,0,0.0833
59661,0,0.06
59662,1,0.7504
59663,0,0.0852
59664,0,0.0756
59665,0,0.0452
59666,0,0.028
59667,0,0.0186
59668,0,0.0221
59669,0,0.0199
59670,0,0.0839
59671,0,0.0121
59672,0,0.0135
59673,0,0.0214
59674,1,0.5878
59675,0,0.0036
59676,0,0.1025
59677,1,0.911
59678,0,0.0186
59679,0,0.0458
59680,0,0.0092
59681,0,0.0244
59682,0,0.0406
59683,0,0.0097
59684,0,0.0609
59685,0,0.0302
59686,0,0.387
59687,0,0.0287
59688,0,0.045
59689,0,0.0746
59690,0,0.0021
59691,0,0.0086
59692,0,0.1452
59693,0,0.0242
59694,0,0.0587
59695,0,0.0227
59696,1,0.6756
59697,0,0.0132
59698,0,0.0519
59699,0,0.0404
59700,0,0.0692
59701,0,0.0111
59702,0,0.0164
59703,0,0.0432
59704,0,0.007
59705,0,0.1334
59706,0,0.0339
59707,0,0.0282
59708,0,0.0253
59709,0,0.0618
59710,0,0.0344
59711,0,0.0871
59712,0,0.0241
59713,0,0.0381
59714,1,0.8011
59715,1,0.8694
59716,0,0.0529
59717,0,0.0124
59718,0,0.0556
59719,1,0.7994
59720,0,0.0346
59721,1,0.8051
59722,0,0.0223
59723,0,0.0269
59724,0,0.0738
59725,0,0.035
59726,0,0.0164
59727,0,0.0984
59728,0,0.0089
59729,0,0.0049
59730,0,0.0864
59731,0,0.051
59732,0,0.0206
59733,0,0.0351
59734,0,0.0301
59735,0,0.0143
59736,0,0.1541
59737,0,0.0108
59738,0,0.3217
59739,0,0.0238
59740,0,0.0233
59741,0,0.0128
59742,0,0.1505
59743,0,0.0223
59744,0,0.1992
59745,0,0.0156
59746,0,0.0371
59747,1,0.9905
59748,0,0.0222
59749,0,0.0482
59750,0,0.045
59751,0,0.0099
59752,0,0.0282
59753,0,0.0032
59754,0,0.0099
59755,0,0.0633
59756,0,0.0148
59757,0,0.0136
59758,0,0.1062
59759,0,0.0226
59760,0,0.05
59761,0,0.0213
59762,0,0.3948
59763,0,0.0033
59764,0,0.0498
59765,0,0.0076
59766,0,0.135
59767,0,0.0414
59768,0,0.0034
59769,0,0.0502
59770,0,0.1121
59771,0,0.0154
59772,0,0.039
59773,0,0.0157
59774,0,0.0595
59775,0,0.1604
59776,0,0.1439
59777,0,0.3123
59778,0,0.0066
59779,0,0.0718
59780,0,0.005
59781,0,0.0478
59782,0,0.0294
59783,0,0.0277
59784,0,0.0243
59785,0,0.0121
59786,0,0.1355
59787,0,0.3302
59788,0,0.027
59789,0,0.0491
59790,0,0.0286
59791,0,0.0033
59792,0,0.0245
59793,0,0.0358
59794,1,0.9346
59795,1,0.9321
59796,0,0.0137
59797,0,0.0228
59798,0,0.0144
59799,0,0.0109
59800,0,0.085
59801,0,0.0181
59802,0,0.1531
59803,0,0.1012
59804,0,0.0653
59805,0,0.0046
59806,0,0.0248
59807,0,0.0152
59808,0,0.0062
59809,0,0.0194
59810,0,0.0112
59811,0,0.0193
59812,0,0.0176
59813,0,0.016
59814,0,0.0084
59815,0,0.4428
59816,0,0.4861
59817,0,0.0074
59818,0,0.4909
59819,0,0.1125
59820,0,0.044
59821,0,0.0705
59822,0,0.031
59823,0,0.0358
59824,0,0.0242
59825,0,0.0147
59826,0,0.0674
59827,0,0.1808
59828,0,0.1439
59829,0,0.0697
59830,0,0.044
59831,0,0.0194
59832,0,0.0336
59833,0,0.0795
59834,0,0.0242
59835,0,0.02
59836,0,0.0428
59837,0,0.0754
59838,0,0.0791
59839,0,0.092
59840,0,0.0718
59841,1,0.994
59842,0,0.0211
59843,0,0.0257
59844,0,0.0839
59845,0,0.1177
59846,0,0.0076
59847,0,0.0129
59848,0,0.0277
59849,0,0.0034
59850,1,0.9588
59851,0,0.0028
59852,0,0.0299
59853,0,0.0171
59854,0,0.0066
59855,0,0.0238
59856,0,0.0154
59857,0,0.1796
59858,1,0.9529
59859,0,0.0712
59860,1,0.9166
59861,0,0.015
59862,0,0.0173
59863,0,0.0048
59864,0,0.0234
59865,0,0.0468
59866,0,0.0671
59867,0,0.1025
59868,0,0.0187
59869,0,0.0345
59870,0,0.0052
59871,0,0.0271
59872,0,0.0292
59873,0,0.0108
59874,0,0.0371
59875,0,0.0485
59876,0,0.0118
59877,0,0.0757
59878,1,0.9596
59879,0,0.0283
59880,1,0.949
59881,0,0.0058
59882,0,0.0533
59883,0,0.0594
59884,0,0.0386
59885,0,0.0539
59886,0,0.0511
59887,1,0.8572
59888,0,0.0217
59889,0,0.02
59890,0,0.0111
59891,1,0.6622
59892,0,0.0146
59893,0,0.0174
59894,0,0.0575
59895,0,0.205
59896,0,0.0076
59897,0,0.0227
59898,0,0.0334
59899,0,0.0262
59900,0,0.0241
59901,0,0.4939
59902,0,0.0389
59903,0,0.028
59904,0,0.0509
59905,0,0.1013
59906,0,0.0845
59907,0,0.0241
59908,0,0.0152
59909,0,0.0252
59910,0,0.1039
59911,0,0.0311
59912,0,0.0436
59913,0,0.0033
59914,0,0.0511
59915,0,0.0321
59916,0,0.0075
59917,0,0.0094
59918,0,0.0184
59919,0,0.0584
59920,0,0.1181
59921,0,0.1981
59922,0,0.0222
59923,0,0.1444
59924,0,0.0053
59925,1,0.8712
59926,0,0.0129
59927,0,0.0503
59928,0,0.0108
59929,0,0.016
59930,0,0.0159
59931,0,0.0211
59932,0,0.0377
59933,0,0.0509
59934,0,0.016
59935,0,0.0131
59936,0,0.0409
59937,0,0.1397
59938,0,0.073
59939,0,0.4465
59940,1,0.5584
59941,0,0.0028
59942,0,0.013
59943,0,0.0623
59944,0,0.0191
59945,0,0.0336
59946,0,0.0422
59947,0,0.0162
59948,0,0.03
59949,1,0.9797
59950,0,0.0223
59951,0,0.0671
59952,0,0.0062
59953,0,0.2734
59954,0,0.0555
59955,0,0.0033
59956,0,0.016
59957,0,0.0921
59958,0,0.0229
59959,0,0.0333
59960,0,0.0049
59961,0,0.0559
59962,0,0.1224
59963,0,0.0143
59964,0,0.003
59965,0,0.0199
59966,1,0.9095
59967,0,0.0412
59968,0,0.0074
59969,0,0.0096
59970,0,0.1376
59971,1,0.9524
59972,1,0.7314
59973,0,0.0817
59974,0,0.0165
59975,0,0.0481
59976,0,0.0157
59977,0,0.1199
59978,0,0.1036
59979,0,0.018
59980,1,0.9548
59981,0,0.0457
59982,1,0.8371
59983,0,0.0849
59984,0,0.0228
59985,0,0.0364
59986,0,0.0337
59987,0,0.0312
59988,0,0.1406
59989,0,0.0239
59990,0,0.0456
59991,0,0.1631
59992,0,0.0177
59993,0,0.0162
59994,0,0.0431
59995,1,0.947
59996,0,0.0259
59997,0,0.1023
59998,0,0.0517
59999,0,0.0158
60000,0,0.0034
60001,0,0.0109
60002,0,0.049
60003,0,0.0313
60004,0,0.0171
60005,0,0.0307
60006,0,0.0846
60007,0,0.0385
60008,0,0.022
60009,0,0.0266
60010,0,0.0258
60011,0,0.0188
60012,0,0.2741
60013,0,0.0101
60014,0,0.0399
60015,0,0.0307
60016,0,0.301
60017,0,0.0576
60018,0,0.0537
60019,1,0.9255
60020,0,0.0578
60021,0,0.018
60022,0,0.1288
60023,0,0.0773
60024,1,0.9461
60025,0,0.0391
60026,0,0.3893
60027,1,0.8084
60028,0,0.0146
60029,1,0.9426
60030,0,0.363
60031,0,0.0864
60032,0,0.2029
60033,0,0.0071
60034,0,0.0052
60035,0,0.0782
60036,0,0.0072
60037,0,0.0083
60038,0,0.0263
60039,0,0.0139
60040,0,0.0372
60041,0,0.0643
60042,0,0.0238
60043,0,0.0167
60044,0,0.0729
60045,0,0.0141
60046,0,0.1371
60047,0,0.0192
60048,0,0.0024
60049,0,0.0494
60050,0,0.0672
60051,1,0.9711
60052,0,0.0347
60053,0,0.0248
60054,0,0.0065
60055,0,0.036
60056,0,0.112
